customer_id,city,repeat_customer,avg_rating
C00135,Chennai,No,5
C00136,Hyderabad,Yes,2
C00137,Chennai,Yes,3
C00138,Vijayawada,No,4
C00139,Bangalore,No,4
C00140,Warangal,Yes,4
C00141,Vizag,Yes,5
C00142,Warangal,Yes,4
C00143,Warangal,No,1
C00144,Warangal,Yes,2
C00145,Hyderabad,No,4
C00146,Chennai,No,4
C00147,Guntur,Yes,3
C00148,Vijayawada,Yes,2
C00149,Mumbai,Yes,4
C00150,Warangal,Yes,4
C00151,Delhi,Yes,2
C00152,Hyderabad,Yes,4
C00153,Vizag,Yes,3
C00154,Mumbai,Yes,5
C00155,Guntur,Yes,3
C00156,Delhi,Yes,4
C00157,Guntur,Yes,4
C00158,Mumbai,Yes,1
C00159,Warangal,Yes,4
C00160,Delhi,Yes,2
C00161,Guntur,Yes,4
C00162,Vizag,No,4
C00163,Chennai,Yes,1
C00164,Bangalore,Yes,3
C00165,Chennai,No,4
C00166,Mumbai,Yes,3
C00167,Hyderabad,Yes,4
C00168,Bangalore,No,3
C00169,Vijayawada,No,5
C00170,Vizag,No,4
C00171,Vijayawada,No,4
C00172,Delhi,Yes,2
C00173,Bangalore,Yes,1
C00174,Vijayawada,Yes,3
C00175,Vijayawada,Yes,3
C00176,Guntur,Yes,4
C00177,Chennai,No,4
C00178,Guntur,Yes,3
C00179,Bangalore,Yes,4
C00180,Bangalore,No,3
C00181,Mumbai,No,2
C00182,Guntur,Yes,5
C00183,Pune,No,4
C00184,Chennai,No,4
C00185,Bangalore,Yes,3
C00186,Mumbai,Yes,3
C00187,Guntur,Yes,2
C00188,Chennai,Yes,5
C00189,Guntur,Yes,4
C00190,Vijayawada,No,2
C00191,Mumbai,No,5
C00192,Chennai,No,4
C00193,Warangal,No,4
C00194,Delhi,No,1
C00195,Delhi,Yes,1
C00196,Chennai,Yes,3
C00197,Guntur,No,3
C00198,Mumbai,Yes,4
C00199,Delhi,Yes,4
C00200,Mumbai,Yes,4
C00201,Delhi,No,5
C00202,Vijayawada,Yes,3
C00203,Guntur,No,5
C00204,Vijayawada,Yes,5
C00205,Delhi,Yes,4
C00206,Warangal,Yes,2
C00207,Warangal,No,4
C00208,Vijayawada,Yes,3
C00209,Warangal,No,4
C00210,Delhi,Yes,3
C00211,Chennai,Yes,4
C00212,Vijayawada,Yes,4
C00213,Hyderabad,Yes,2
C00214,Guntur,Yes,3
C00215,Warangal,Yes,2
C00216,Warangal,No,4
C00217,Bangalore,Yes,5
C00218,Pune,Yes,3
C00219,Vijayawada,No,4
C00220,Vizag,Yes,3
C00221,Warangal,Yes,4
C00222,Guntur,Yes,5
C00223,Hyderabad,Yes,3
C00224,Warangal,Yes,5
C00225,Hyderabad,No,4
C00226,Delhi,Yes,3
C00227,Delhi,Yes,5
C00228,Pune,Yes,1
C00229,Chennai,No,1
C00230,Vizag,Yes,4
C00231,Bangalore,No,4
C00232,Pune,No,4
C00233,Mumbai,No,2
C00234,Bangalore,No,5
C00235,Vijayawada,Yes,4
C00236,Guntur,No,5
C00237,Mumbai,Yes,3
C00238,Mumbai,No,4
C00239,Pune,Yes,5
C00240,Chennai,No,3
C00241,Pune,Yes,5
C00242,Vijayawada,Yes,3
C00243,Warangal,No,3
C00244,Warangal,Yes,5
C00245,Chennai,Yes,5
C00246,Vijayawada,Yes,3
C00247,Chennai,No,2
C00248,Hyderabad,Yes,4
C00249,Warangal,Yes,5
C00250,Mumbai,Yes,4
C00251,Vizag,Yes,4
C00252,Guntur,No,4
C00253,Vijayawada,No,3
C00254,Bangalore,Yes,5
C00255,Chennai,Yes,3
C00256,Guntur,No,4
C00257,Bangalore,Yes,4
C00258,Guntur,Yes,4
C00259,Vizag,Yes,4
C00260,Bangalore,Yes,5
C00261,Pune,Yes,4
C00262,Delhi,Yes,4
C00263,Pune,Yes,1
C00264,Warangal,Yes,5
C00265,Delhi,No,3
C00266,Pune,Yes,2
C00267,Delhi,No,2
C00268,Delhi,Yes,4
C00269,Mumbai,No,5
C00270,Chennai,No,4
C00271,Chennai,No,3
C00272,Mumbai,No,3
C00273,Guntur,Yes,4
C00274,Hyderabad,Yes,2
C00275,Guntur,Yes,3
C00276,Bangalore,Yes,4
C00277,Bangalore,Yes,5
C00278,Delhi,No,4
C00279,Pune,Yes,3
C00280,Pune,Yes,5
C00281,Chennai,No,4
C00282,Vijayawada,Yes,5
C00283,Guntur,Yes,3
C00284,Warangal,No,4
C00285,Vizag,Yes,5
C00286,Pune,Yes,3
C00287,Vizag,No,4
C00288,Delhi,No,3
C00289,Vizag,No,4
C00290,Warangal,Yes,5
C00291,Mumbai,No,4
C00292,Warangal,Yes,5
C00293,Vizag,Yes,4
C00294,Warangal,Yes,5
C00295,Hyderabad,Yes,4
C00296,Delhi,Yes,2
C00297,Guntur,Yes,4
C00298,Mumbai,Yes,4
C00299,Pune,Yes,5
C00300,Bangalore,No,4
C00301,Guntur,Yes,4
C00302,Bangalore,Yes,5
C00303,Delhi,Yes,5
C00304,Mumbai,Yes,4
C00305,Chennai,Yes,5
C00306,Pune,Yes,4
C00307,Hyderabad,Yes,1
C00308,Chennai,No,1
C00309,Delhi,Yes,5
C00310,Guntur,Yes,2
C00311,Hyderabad,Yes,4
C00312,Warangal,Yes,5
C00313,Vizag,Yes,3
C00314,Hyderabad,Yes,5
C00315,Delhi,Yes,5
C00316,Vijayawada,No,5
C00317,Vizag,No,3
C00318,Bangalore,Yes,3
C00319,Pune,No,5
C00320,Bangalore,Yes,3
C00321,Hyderabad,No,4
C00322,Bangalore,Yes,4
C00323,Delhi,Yes,3
C00324,Warangal,No,5
C00325,Guntur,No,4
C00326,Pune,No,1
C00327,Bangalore,Yes,2
C00328,Bangalore,No,3
C00329,Hyderabad,No,3
C00330,Guntur,Yes,4
C00331,Chennai,Yes,2
C00332,Bangalore,Yes,3
C00333,Delhi,No,5
C00334,Vijayawada,Yes,4
C00335,Pune,Yes,3
C00336,Bangalore,Yes,5
C00337,Delhi,Yes,3
C00338,Delhi,Yes,5
C00339,Pune,Yes,4
C00340,Chennai,No,4
C00341,Delhi,Yes,4
C00342,Vijayawada,No,4
C00343,Delhi,Yes,5
C00344,Delhi,Yes,5
C00345,Delhi,Yes,3
C00346,Warangal,Yes,4
C00347,Warangal,Yes,5
C00348,Chennai,No,4
C00349,Bangalore,Yes,5
C00350,Delhi,Yes,4
C00351,Guntur,Yes,4
C00352,Bangalore,Yes,1
C00353,Chennai,No,3
C00354,Mumbai,Yes,4
C00355,Bangalore,Yes,4
C00356,Bangalore,Yes,4
C00357,Vizag,Yes,4
C00358,Hyderabad,Yes,4
C00359,Vizag,Yes,5
C00360,Vijayawada,Yes,3
C00361,Warangal,Yes,4
C00362,Warangal,Yes,2
C00363,Hyderabad,No,4
C00364,Pune,Yes,3
C00365,Pune,No,3
C00366,Chennai,No,3
C00367,Hyderabad,Yes,2
C00368,Bangalore,Yes,4
C00369,Pune,Yes,5
C00370,Delhi,No,3
C00371,Guntur,Yes,4
C00372,Bangalore,Yes,4
C00373,Vijayawada,Yes,3
C00374,Delhi,No,2
C00375,Delhi,Yes,3
C00376,Hyderabad,Yes,4
C00377,Chennai,Yes,3
C00378,Vijayawada,Yes,2
C00379,Pune,Yes,3
C00380,Hyderabad,No,4
C00381,Pune,No,4
C00382,Hyderabad,No,3
C00383,Hyderabad,Yes,4
C00384,Hyderabad,Yes,4
C00385,Chennai,Yes,1
C00386,Hyderabad,Yes,3
C00387,Mumbai,Yes,4
C00388,Guntur,Yes,4
C00389,Pune,Yes,4
C00390,Bangalore,Yes,4
C00391,Vizag,Yes,3
C00392,Vijayawada,No,3
C00393,Warangal,Yes,4
C00394,Chennai,No,4
C00395,Bangalore,No,2
C00396,Delhi,Yes,5
C00397,Mumbai,Yes,4
C00398,Warangal,Yes,3
C00399,Vizag,No,4
C00400,Bangalore,Yes,1
C00401,Warangal,No,4
C00402,Bangalore,Yes,4
C00403,Mumbai,No,3
C00404,Vizag,No,5
C00405,Delhi,Yes,4
C00406,Hyderabad,Yes,3
C00407,Pune,Yes,3
C00408,Delhi,Yes,2
C00409,Hyderabad,Yes,5
C00410,Chennai,No,3
C00411,Guntur,Yes,4
C00412,Vijayawada,No,3
C00413,Vijayawada,No,3
C00414,Pune,Yes,4
C00415,Vizag,No,4
C00416,Mumbai,Yes,4
C00417,Vizag,No,4
C00418,Mumbai,Yes,4
C00419,Vizag,Yes,1
C00420,Guntur,Yes,2
C00421,Chennai,Yes,3
C00422,Chennai,Yes,4
C00423,Hyderabad,Yes,5
C00424,Warangal,Yes,1
C00425,Chennai,No,3
C00426,Chennai,Yes,3
C00427,Delhi,Yes,5
C00428,Delhi,Yes,5
C00429,Hyderabad,No,3
C00430,Warangal,No,4
C00431,Pune,Yes,4
C00432,Delhi,Yes,3
C00433,Pune,Yes,4
C00434,Bangalore,Yes,4
C00435,Delhi,No,1
C00436,Guntur,Yes,4
C00437,Warangal,No,3
C00438,Hyderabad,Yes,4
C00439,Bangalore,No,5
C00440,Warangal,Yes,4
C00441,Guntur,No,1
C00442,Warangal,No,1
C00443,Guntur,No,4
C00444,Guntur,Yes,3
C00445,Pune,Yes,4
C00446,Vizag,Yes,3
C00447,Bangalore,Yes,4
C00448,Warangal,Yes,5
C00449,Mumbai,Yes,5
C00450,Bangalore,Yes,3
C00451,Vizag,Yes,4
C00452,Bangalore,Yes,3
C00453,Chennai,Yes,4
C00454,Mumbai,Yes,2
C00455,Vizag,Yes,4
C00456,Pune,Yes,4
C00457,Warangal,Yes,5
C00458,Vijayawada,No,4
C00459,Vizag,No,3
C00460,Hyderabad,No,5
C00461,Warangal,No,3
C00462,Vizag,Yes,5
C00463,Chennai,Yes,4
C00464,Vijayawada,Yes,5
C00465,Chennai,Yes,2
C00466,Vijayawada,Yes,3
C00467,Hyderabad,Yes,4
C00468,Warangal,Yes,5
C00469,Pune,Yes,1
C00470,Chennai,No,1
C00471,Chennai,Yes,3
C00472,Guntur,Yes,5
C00473,Vijayawada,Yes,4
C00474,Delhi,Yes,3
C00475,Warangal,Yes,1
C00476,Vijayawada,No,4
C00477,Guntur,Yes,3
C00478,Bangalore,Yes,4
C00479,Vijayawada,Yes,4
C00480,Pune,Yes,4
C00481,Warangal,No,5
C00482,Guntur,Yes,4
C00483,Bangalore,No,3
C00484,Mumbai,No,4
C00485,Guntur,No,3
C00486,Mumbai,Yes,5
C00487,Warangal,Yes,2
C00488,Chennai,Yes,5
C00489,Guntur,Yes,2
C00490,Hyderabad,No,2
C00491,Mumbai,No,3
C00492,Pune,No,5
C00493,Hyderabad,No,5
C00494,Vizag,Yes,3
C00495,Vizag,Yes,2
C00496,Bangalore,Yes,3
C00497,Chennai,No,3
C00498,Warangal,No,4
C00499,Guntur,Yes,4
C00500,Delhi,No,4
C00501,Pune,No,4
C00502,Mumbai,No,4
C00503,Warangal,No,5
C00504,Hyderabad,Yes,3
C00505,Vizag,Yes,3
C00506,Pune,Yes,4
C00507,Delhi,Yes,3
C00508,Guntur,Yes,1
C00509,Bangalore,Yes,5
C00510,Delhi,No,4
C00511,Pune,Yes,4
C00512,Delhi,No,4
C00513,Pune,Yes,3
C00514,Pune,Yes,5
C00515,Vijayawada,Yes,2
C00516,Mumbai,Yes,4
C00517,Vizag,Yes,4
C00518,Vijayawada,Yes,4
C00519,Guntur,Yes,4
C00520,Vijayawada,Yes,5
C00521,Chennai,Yes,4
C00522,Chennai,No,3
C00523,Vizag,Yes,4
C00524,Delhi,Yes,5
C00525,Mumbai,No,4
C00526,Vizag,Yes,4
C00527,Pune,No,4
C00528,Hyderabad,No,2
C00529,Mumbai,No,2
C00530,Mumbai,Yes,5
C00531,Pune,No,4
C00532,Pune,No,2
C00533,Bangalore,Yes,5
C00534,Vizag,Yes,4
C00535,Pune,Yes,4
C00536,Chennai,No,2
C00537,Guntur,Yes,5
C00538,Hyderabad,No,4
C00539,Vizag,Yes,4
C00540,Warangal,No,1
C00541,Chennai,Yes,3
C00542,Delhi,Yes,3
C00543,Pune,Yes,5
C00544,Warangal,Yes,3
C00545,Pune,Yes,4
C00546,Mumbai,Yes,1
C00547,Chennai,Yes,3
C00548,Mumbai,No,3
C00549,Bangalore,No,4
C00550,Mumbai,Yes,4
C00551,Bangalore,Yes,5
C00552,Bangalore,Yes,5
C00553,Warangal,No,2
C00554,Pune,Yes,5
C00555,Delhi,Yes,4
C00556,Mumbai,Yes,5
C00557,Chennai,No,2
C00558,Bangalore,Yes,5
C00559,Pune,No,3
C00560,Hyderabad,Yes,3
C00561,Vizag,Yes,1
C00562,Warangal,Yes,2
C00563,Delhi,Yes,4
C00564,Vijayawada,Yes,5
C00565,Warangal,Yes,4
C00566,Hyderabad,Yes,3
C00567,Vizag,Yes,3
C00568,Hyderabad,Yes,3
C00569,Mumbai,No,5
C00570,Bangalore,Yes,2
C00571,Delhi,Yes,4
C00572,Guntur,Yes,2
C00573,Bangalore,Yes,4
C00574,Guntur,Yes,2
C00575,Vizag,Yes,2
C00576,Pune,Yes,3
C00577,Vijayawada,Yes,3
C00578,Chennai,No,3
C00579,Bangalore,Yes,4
C00580,Delhi,Yes,2
C00581,Hyderabad,Yes,2
C00582,Delhi,Yes,3
C00583,Vizag,No,5
C00584,Guntur,Yes,4
C00585,Hyderabad,Yes,4
C00586,Chennai,Yes,3
C00587,Chennai,Yes,3
C00588,Bangalore,Yes,1
C00589,Vizag,Yes,4
C00590,Pune,Yes,4
C00591,Vizag,Yes,5
C00592,Guntur,Yes,5
C00593,Delhi,Yes,4
C00594,Chennai,Yes,4
C00595,Delhi,No,3
C00596,Delhi,Yes,3
C00597,Delhi,Yes,5
C00598,Chennai,Yes,2
C00599,Warangal,Yes,5
C00600,Mumbai,Yes,4
C00601,Guntur,No,4
C00602,Warangal,No,3
C00603,Guntur,Yes,4
C00604,Hyderabad,Yes,4
C00605,Vizag,Yes,3
C00606,Vizag,Yes,3
C00607,Vijayawada,No,2
C00608,Vizag,Yes,4
C00609,Chennai,Yes,3
C00610,Pune,Yes,4
C00611,Bangalore,Yes,4
C00612,Vijayawada,No,3
C00613,Bangalore,Yes,4
C00614,Guntur,Yes,3
C00615,Bangalore,Yes,4
C00616,Bangalore,No,1
C00617,Vijayawada,No,3
C00618,Hyderabad,Yes,3
C00619,Delhi,Yes,4
C00620,Vizag,Yes,2
C00621,Vizag,Yes,3
C00622,Chennai,Yes,3
C00623,Vijayawada,Yes,1
C00624,Chennai,Yes,4
C00625,Pune,Yes,4
C00626,Pune,No,5
C00627,Chennai,Yes,1
C00628,Vijayawada,Yes,3
C00629,Chennai,Yes,4
C00630,Vizag,Yes,4
C00631,Warangal,Yes,3
C00632,Mumbai,No,4
C00633,Bangalore,Yes,4
C00634,Mumbai,No,1
C00635,Vijayawada,Yes,4
C00636,Mumbai,Yes,3
C00637,Pune,Yes,5
C00638,Guntur,Yes,4
C00639,Bangalore,Yes,1
C00640,Delhi,No,4
C00641,Vijayawada,No,5
C00642,Bangalore,No,4
C00643,Mumbai,No,3
C00644,Pune,No,4
C00645,Hyderabad,Yes,4
C00646,Warangal,Yes,1
C00647,Delhi,Yes,3
C00648,Warangal,Yes,4
C00649,Bangalore,No,4
C00650,Pune,Yes,3
C00651,Pune,Yes,4
C00652,Mumbai,No,4
C00653,Vizag,Yes,3
C00654,Mumbai,Yes,3
C00655,Vizag,No,4
C00656,Vizag,No,4
C00657,Delhi,Yes,4
C00658,Mumbai,No,3
C00659,Hyderabad,No,4
C00660,Chennai,No,5
C00661,Chennai,No,3
C00662,Mumbai,Yes,3
C00663,Mumbai,Yes,4
C00664,Warangal,Yes,3
C00665,Delhi,Yes,3
C00666,Mumbai,Yes,2
C00667,Warangal,Yes,3
C00668,Vizag,Yes,4
C00669,Pune,Yes,2
C00670,Pune,Yes,5
C00671,Vizag,No,4
C00672,Vijayawada,Yes,4
C00673,Warangal,Yes,3
C00674,Warangal,Yes,4
C00675,Vizag,Yes,4
C00676,Hyderabad,No,4
C00677,Guntur,Yes,5
C00678,Bangalore,Yes,4
C00679,Vizag,Yes,4
C00680,Mumbai,Yes,4
C00681,Mumbai,Yes,4
C00682,Delhi,Yes,2
C00683,Vizag,Yes,2
C00684,Delhi,No,5
C00685,Vizag,Yes,3
C00686,Warangal,Yes,5
C00687,Bangalore,Yes,3
C00688,Warangal,Yes,4
C00689,Guntur,Yes,4
C00690,Pune,Yes,3
C00691,Chennai,No,4
C00692,Vizag,Yes,4
C00693,Guntur,No,4
C00694,Pune,Yes,4
C00695,Vijayawada,No,2
C00696,Bangalore,Yes,4
C00697,Delhi,No,2
C00698,Delhi,Yes,3
C00699,Warangal,No,5
C00700,Mumbai,No,4
C00701,Pune,Yes,4
C00702,Vijayawada,Yes,4
C00703,Guntur,No,3
C00704,Bangalore,Yes,4
C00705,Pune,Yes,4
C00706,Vijayawada,No,2
C00707,Chennai,Yes,5
C00708,Vizag,Yes,4
C00709,Delhi,Yes,1
C00710,Guntur,No,4
C00711,Delhi,Yes,3
C00712,Guntur,Yes,3
C00713,Warangal,Yes,4
C00714,Mumbai,No,5
C00715,Guntur,Yes,4
C00716,Delhi,Yes,5
C00717,Warangal,Yes,5
C00718,Guntur,No,5
C00719,Chennai,No,2
C00720,Mumbai,Yes,4
C00721,Guntur,Yes,1
C00722,Warangal,No,4
C00723,Pune,Yes,5
C00724,Hyderabad,Yes,3
C00725,Vijayawada,No,4
C00726,Hyderabad,No,4
C00727,Hyderabad,Yes,3
C00728,Bangalore,Yes,3
C00729,Chennai,Yes,4
C00730,Pune,Yes,3
C00731,Vizag,No,4
C00732,Guntur,No,4
C00733,Vijayawada,No,4
C00734,Mumbai,Yes,2
C00735,Pune,Yes,4
C00736,Delhi,Yes,1
C00737,Vizag,Yes,5
C00738,Bangalore,No,3
C00739,Bangalore,Yes,5
C00740,Pune,Yes,4
C00741,Warangal,Yes,4
C00742,Hyderabad,No,3
C00743,Delhi,No,3
C00744,Bangalore,No,4
C00745,Vijayawada,Yes,1
C00746,Bangalore,Yes,5
C00747,Mumbai,Yes,3
C00748,Guntur,Yes,5
C00749,Bangalore,Yes,4
C00750,Mumbai,Yes,2
C00751,Pune,Yes,4
C00752,Pune,Yes,3
C00753,Vizag,Yes,3
C00754,Bangalore,Yes,3
C00755,Vijayawada,Yes,5
C00756,Bangalore,Yes,4
C00757,Vijayawada,Yes,4
C00758,Chennai,Yes,3
C00759,Vizag,No,4
C00760,Chennai,No,3
C00761,Bangalore,Yes,3
C00762,Vizag,Yes,3
C00763,Chennai,Yes,4
C00764,Hyderabad,No,4
C00765,Bangalore,No,3
C00766,Chennai,Yes,5
C00767,Hyderabad,Yes,2
C00768,Hyderabad,Yes,4
C00769,Pune,Yes,2
C00770,Bangalore,Yes,1
C00771,Hyderabad,Yes,5
C00772,Pune,Yes,5
C00773,Chennai,Yes,4
C00774,Mumbai,No,5
C00775,Bangalore,No,5
C00776,Vizag,Yes,4
C00777,Vijayawada,Yes,5
C00778,Vijayawada,Yes,3
C00779,Chennai,Yes,4
C00780,Warangal,Yes,4
C00781,Warangal,Yes,2
C00782,Chennai,No,5
C00783,Hyderabad,Yes,3
C00784,Bangalore,Yes,5
C00785,Vijayawada,Yes,3
C00786,Vijayawada,Yes,3
C00787,Hyderabad,Yes,2
C00788,Vijayawada,No,5
C00789,Vizag,No,3
C00790,Bangalore,Yes,4
C00791,Guntur,Yes,4
C00792,Vijayawada,No,3
C00793,Chennai,Yes,5
C00794,Vizag,No,2
C00795,Vijayawada,Yes,4
C00796,Vizag,Yes,4
C00797,Pune,Yes,3
C00798,Guntur,Yes,3
C00799,Delhi,No,4
C00800,Chennai,Yes,5
C00801,Chennai,Yes,2
C00802,Bangalore,Yes,3
C00803,Vizag,No,5
C00804,Hyderabad,Yes,1
C00805,Chennai,No,4
C00806,Vizag,Yes,4
C00807,Vizag,Yes,3
C00808,Mumbai,Yes,4
C00809,Mumbai,Yes,5
C00810,Delhi,Yes,4
C00811,Pune,Yes,4
C00812,Delhi,Yes,4
C00813,Vijayawada,Yes,4
C00814,Hyderabad,Yes,1
C00815,Vijayawada,Yes,4
C00816,Warangal,No,3
C00817,Vijayawada,Yes,3
C00818,Bangalore,No,5
C00819,Vijayawada,Yes,4
C00820,Delhi,Yes,5
C00821,Chennai,Yes,3
C00822,Chennai,Yes,5
C00823,Mumbai,Yes,4
C00824,Hyderabad,Yes,5
C00825,Hyderabad,Yes,5
C00826,Bangalore,Yes,5
C00827,Delhi,No,5
C00828,Mumbai,No,1
C00829,Warangal,Yes,4
C00830,Hyderabad,Yes,3
C00831,Chennai,No,4
C00832,Vijayawada,No,5
C00833,Vijayawada,Yes,1
C00834,Mumbai,Yes,4
C00835,Delhi,No,4
C00836,Delhi,No,3
C00837,Pune,Yes,3
C00838,Guntur,Yes,2
C00839,Hyderabad,No,2
C00840,Delhi,No,4
C00841,Chennai,No,4
C00842,Mumbai,No,1
C00843,Warangal,Yes,5
C00844,Pune,No,4
C00845,Vizag,Yes,4
C00846,Bangalore,No,3
C00847,Warangal,Yes,4
C00848,Vizag,No,3
C00849,Vijayawada,Yes,4
C00850,Bangalore,Yes,4
C00851,Hyderabad,Yes,2
C00852,Chennai,Yes,5
C00853,Bangalore,No,4
C00854,Guntur,No,3
C00855,Vizag,Yes,5
C00856,Hyderabad,Yes,4
C00857,Guntur,No,4
C00858,Vijayawada,No,4
C00859,Guntur,No,3
C00860,Pune,No,5
C00861,Pune,No,4
C00862,Mumbai,Yes,3
C00863,Warangal,No,5
C00864,Warangal,Yes,4
C00865,Hyderabad,No,4
C00866,Vijayawada,No,5
C00867,Delhi,Yes,3
C00868,Pune,Yes,3
C00869,Hyderabad,Yes,2
C00870,Delhi,Yes,5
C00871,Warangal,Yes,3
C00872,Mumbai,No,3
C00873,Guntur,Yes,3
C00874,Pune,Yes,3
C00875,Hyderabad,No,4
C00876,Bangalore,No,5
C00877,Delhi,Yes,3
C00878,Guntur,No,4
C00879,Pune,Yes,4
C00880,Warangal,Yes,4
C00881,Vijayawada,Yes,5
C00882,Delhi,Yes,4
C00883,Warangal,Yes,3
C00884,Pune,No,5
C00885,Delhi,No,4
C00886,Guntur,Yes,3
C00887,Pune,Yes,3
C00888,Vizag,Yes,5
C00889,Hyderabad,No,4
C00890,Guntur,No,4
C00891,Delhi,Yes,5
C00892,Vijayawada,Yes,4
C00893,Warangal,Yes,3
C00894,Bangalore,Yes,4
C00895,Warangal,Yes,4
C00896,Delhi,Yes,4
C00897,Warangal,Yes,1
C00898,Hyderabad,Yes,2
C00899,Pune,Yes,4
C00900,Bangalore,Yes,5
C00901,Chennai,No,4
C00902,Delhi,No,5
C00903,Mumbai,No,4
C00904,Chennai,No,5
C00905,Warangal,Yes,3
C00906,Delhi,Yes,3
C00907,Vizag,No,4
C00908,Mumbai,Yes,3
C00909,Bangalore,Yes,4
C00910,Vijayawada,Yes,5
C00911,Vizag,Yes,4
C00912,Chennai,Yes,5
C00913,Pune,Yes,4
C00914,Hyderabad,No,4
C00915,Vijayawada,Yes,4
C00916,Vizag,No,3
C00917,Pune,Yes,3
C00918,Pune,No,4
C00919,Delhi,Yes,5
C00920,Vizag,Yes,4
C00921,Bangalore,Yes,3
C00922,Warangal,Yes,1
C00923,Mumbai,Yes,5
C00924,Mumbai,Yes,4
C00925,Chennai,Yes,5
C00926,Chennai,Yes,4
C00927,Mumbai,No,4
C00928,Bangalore,No,4
C00929,Hyderabad,Yes,3
C00930,Guntur,Yes,4
C00931,Warangal,No,4
C00932,Hyderabad,Yes,4
C00933,Delhi,Yes,5
C00934,Guntur,Yes,3
C00935,Guntur,Yes,4
C00936,Vizag,Yes,2
C00937,Bangalore,Yes,2
C00938,Bangalore,Yes,4
C00939,Guntur,Yes,2
